491, 953, 483, 810, 1312, 764, 1320, 906
789, 1185, 785, 1092, 1079, 1080, 1082, 1173
745, 1407, 738, 1319, 1487, 1266, 1493, 1353
399, 1431, 394, 1348, 678, 1329, 683, 1412
786, 1592, 779, 1497, 1274, 1461, 1281, 1556
413, 1587, 407, 1504, 691, 1483, 697, 1566
574, 1746, 568, 1679, 702, 1667, 708, 1734
948, 1779, 943, 1702, 1364, 1674, 1370, 1751
442, 1835, 434, 1721, 510, 1716, 518, 1830
574, 1849, 570, 1782, 714, 1773, 718, 1839
911, 1894, 905, 1814, 1373, 1777, 1379, 1857
464, 2111, 446, 1833, 524, 1828, 542, 2105
585, 1966, 577, 1887, 722, 1872, 730, 1951
872, 1997, 866, 1922, 1374, 1879, 1381, 1953
596, 2057, 593, 1978, 836, 1970, 839, 2049
888, 2103, 881, 2031, 1387, 1986, 1393, 2058
1485, 2085, 1485, 2019, 1555, 2019, 1555, 2085
605, 2166, 600, 2093, 742, 2083, 747, 2156
1226, 2175, 1221, 2104, 1402, 2090, 1408, 2161
1467, 2194, 1467, 2133, 1583, 2133, 1583, 2194
614, 2269, 609, 2205, 750, 2192, 756, 2257
1235, 2279, 1230, 2207, 1409, 2196, 1413, 2268
620, 2380, 616, 2304, 760, 2297, 764, 2373
1237, 2387, 1232, 2316, 1417, 2303, 1422, 2374
1519, 2401, 1519, 2333, 1589, 2333, 1589, 2401
627, 2486, 625, 2409, 766, 2405, 769, 2482
1207, 2502, 1201, 2428, 1433, 2408, 1439, 2482
1532, 2509, 1527, 2443, 1589, 2439, 1593, 2505
639, 2595, 631, 2525, 918, 2494, 926, 2564
1270, 2608, 1263, 2531, 1445, 2515, 1452, 2591
491, 2717, 485, 2633, 635, 2623, 641, 2707
497, 2827, 491, 2745, 748, 2725, 755, 2806
1624, 2935, 1359, 2909, 1367, 2829, 1632, 2854
1369, 3040, 1366, 2969, 1637, 2957, 1640, 3028
