597, 828, 526, 826, 533, 599, 604, 601
536, 1296, 533, 1183, 1312, 1163, 1315, 1276
800, 1434, 799, 1357, 1027, 1352, 1029, 1429
844, 1598, 844, 1532, 1283, 1528, 1284, 1594
507, 1608, 505, 1543, 791, 1537, 793, 1602
505, 1687, 504, 1621, 790, 1617, 791, 1683
842, 1708, 842, 1633, 1221, 1633, 1221, 1708
510, 1795, 508, 1718, 810, 1710, 812, 1787
933, 1816, 933, 1721, 1305, 1721, 1305, 1816
506, 1906, 504, 1832, 805, 1823, 808, 1897
975, 1936, 974, 1869, 1306, 1863, 1308, 1929
651, 2020, 649, 1929, 1004, 1918, 1007, 2009
924, 2044, 924, 1976, 1307, 1976, 1307, 2044
646, 2130, 646, 2055, 798, 2055, 798, 2130
832, 2171, 832, 2094, 1308, 2094, 1308, 2171
580, 2248, 580, 2173, 726, 2173, 726, 2248
792, 2280, 792, 2214, 1301, 2214, 1301, 2280
535, 2557, 470, 2555, 478, 2268, 543, 2270
578, 2366, 578, 2289, 726, 2289, 726, 2366
1121, 2398, 1121, 2330, 1312, 2330, 1312, 2398
570, 2492, 569, 2410, 726, 2408, 727, 2490
1164, 2519, 1164, 2451, 1316, 2451, 1316, 2519
566, 2614, 566, 2533, 721, 2533, 721, 2614
521, 2863, 454, 2860, 465, 2565, 532, 2568
921, 2648, 921, 2578, 1317, 2578, 1317, 2648
562, 2751, 562, 2669, 717, 2669, 717, 2751
1018, 2773, 1017, 2704, 1319, 2702, 1320, 2771
553, 2882, 553, 2798, 712, 2798, 712, 2882
706, 3016, 547, 3014, 549, 2926, 707, 2928
790, 3152, 542, 3148, 543, 3058, 792, 3063
