803, 178, 803, 0, 1541, 0, 1541, 178
473, 492, 473, 423, 530, 423, 530, 492
571, 824, 565, 711, 1277, 674, 1283, 787
730, 916, 726, 807, 1114, 790, 1119, 899
794, 1015, 792, 938, 1049, 928, 1052, 1006
736, 1199, 732, 1123, 1395, 1092, 1398, 1167
443, 1198, 441, 1131, 683, 1127, 685, 1194
438, 1327, 436, 1253, 683, 1246, 685, 1321
757, 1347, 755, 1268, 1188, 1260, 1189, 1338
880, 1453, 878, 1387, 1253, 1378, 1254, 1444
551, 1460, 551, 1405, 669, 1405, 669, 1460
490, 1759, 418, 1756, 429, 1426, 501, 1428
839, 1549, 837, 1482, 1250, 1466, 1253, 1533
669, 1549, 544, 1546, 545, 1490, 670, 1493
793, 1634, 791, 1572, 1245, 1559, 1247, 1622
542, 1642, 542, 1578, 666, 1578, 666, 1642
796, 1725, 795, 1662, 1250, 1651, 1252, 1714
535, 1728, 535, 1662, 753, 1662, 753, 1728
1328, 1799, 1326, 1740, 1394, 1737, 1397, 1796
1091, 1803, 1090, 1743, 1253, 1741, 1254, 1801
533, 1814, 533, 1755, 660, 1755, 660, 1814
1089, 1894, 1089, 1833, 1246, 1833, 1246, 1894
1307, 1892, 1307, 1837, 1410, 1837, 1410, 1892
528, 1901, 527, 1848, 656, 1846, 657, 1899
1254, 1989, 1081, 1987, 1082, 1921, 1255, 1923
523, 1998, 523, 1933, 650, 1933, 650, 1998
1333, 2080, 1331, 2020, 1400, 2018, 1402, 2078
1037, 2084, 1036, 2019, 1251, 2017, 1252, 2082
641, 2087, 514, 2083, 516, 2020, 644, 2024
1333, 2176, 1333, 2114, 1401, 2114, 1401, 2176
1083, 2178, 1083, 2114, 1253, 2114, 1253, 2178
508, 2182, 508, 2117, 773, 2117, 773, 2182
499, 2271, 362, 2266, 364, 2197, 501, 2201
587, 2366, 349, 2364, 350, 2294, 587, 2296
1142, 2458, 1142, 2396, 1364, 2396, 1364, 2458
1390, 2553, 1134, 2549, 1136, 2471, 1392, 2475
1393, 2654, 1118, 2643, 1121, 2577, 1396, 2589
303, 2776, 303, 2708, 382, 2708, 382, 2776
362, 2972, 285, 2965, 302, 2771, 380, 2778
